categoryId,name,moreHoursTypes,serviceTypes
gcid:ladder_supplier,Ladder supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lamborghini_dealer,Lamborghini dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:laminating_equipment_supplier,Laminating equipment supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lamination_service,Lamination service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lamp_repair_service,Lamp repair service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lamp_shade_supplier,Lamp shade supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lancia_dealer,Lancia dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:land_allotment,Land allotment,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:land_planning_authority,Land planning authority,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:land_reform_institute,Land reform institute,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:land_rover_dealer,Land Rover dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:land_surveying_office,Land surveying office,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:land_surveyor,Land surveyor,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:landscape_architect,Landscape architect,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Artificial turf installation, Backyard design, Concrete masonry, Driveway landscaping, Driveway or walkway paving, Garden decoration, Grading & resloping, Landscape design, Landscape installations, Landscaping maintenance, Lawn care, Outdoor step construction, Outdoor water feature design, Patio design, Retaining wall design, Grass seeding, Sod installation, Stone masonry, Walkway landscaping"
gcid:landscape_designer,Landscape designer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Artificial turf installation, Backyard landscaping, Concrete masonry, Custom landscape design, Desert landscaping, Drainage solutions, Driveway landscaping, Driveway or walkway paving, Garden decorating, Garden design, Garden landscaping, Gardening services, Grading & resloping, Landscape architecture services, Landscape design construction, Landscape installations, Lawn care, Outdoor step construction, Outdoor water feature design, Patio design, Pond maintenance, Retaining wall design, Grass seeding, Sod installation, Stone masonry, Turf management, Walkway landscaping, Yard designs, Yard drainage"
gcid:landscape_lighting_designer,Landscape lighting designer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:landscaper,Landscaper,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Artificial turf installation, Concrete masonry, Desert landscaping, Driveway landscaping, Driveway or walkway paving, Garden decorating, Garden design, Gardening services, Grading & resloping, Green landscaping, Groundskeeping, Hardscaping, Hydroseeding, Landscape design, Landscape installations, Landscape management, Landscaping design, Landscaping maintenance, Lawn care, Lawn landscaping, Outdoor step construction, Outdoor water feature design, Pool landscaping, Retaining walls, Rock landscaping, Grass seeding, Sod installation, Stone landscaping, Stone masonry, Tree landscaping, Walkway landscaping, Yard drainage, Yard grading, Yard landscaping"
gcid:landscaping_supply_store,Landscaping supply store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:language_school,Language school,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Adult lessons, Advanced classes, Beginner's classes, Group lessons, Intermediate classes, Private lessons, Youth classes"
gcid:laotian_restaurant,Laotian restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:lapidary,Lapidary,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:laser_cutting_service,Laser cutting service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:laser_equipment_supplier,Laser equipment supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:laser_hair_removal_service,Laser hair removal service,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly","Acne laser treatments, Acne scar removal, Arm hair removal, Back hair removal, Bikini hair removal, Cellulite reduction, Chest hair removal, Cold wax hair removal, Cosmetic dermatology, Dermaplaning, Diode laser hair removal, Ear hair removal, Electrolysis, Epilgreen hair removal, Eyebrow hair removal, Facial hair removal, Female body hair removal, Foot hair removal, Intimate area hair removal, IPL hair removal, Laser hair removal, Laser therapy, Leg hair removal, Lip hair removal, Male body hair removal, Neck hair removal, Radiofrequency treatments, Stomach hair removal, Sun spot treatments, Underarm hair removal"
gcid:laser_tag_center,Laser tag center,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lasik_surgeon,Lasik surgeon,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:latin_american_restaurant,Latin American restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:laundromat,Laundromat,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:laundry,Laundry,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Clothing alterations & repairs, Baby clothes cleaning, General bedding cleaning, Clothes dyeing, Laundry pick-up, Delivery, Drapery & window cover cleaning, Dry cleaning, General clothes drying, Ironing, Leather & suede cleaning, Party gown cleaning, Special care fabric cleaning, Laundry wash & fold, Wedding gown preservation"
gcid:laundry_service,Laundry service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Clothing alterations & repairs, General bedding cleaning, Laundry pick-up, Comforter cleaning, Delivery, Drapery & window cover cleaning, Dry cleaning, General clothes drying, Leather & suede cleaning, Special care fabric cleaning, Laundry wash & fold, Wedding gown preservation"
gcid:law_book_store,Law book store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:law_firm,Law firm,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Civil rights litigation, Consumer advocacy litigation, Corporate litigation, Criminal defense litigation, Debt settlement, Disability benefits litigation, Entertainment law, Government litigation, Insurance litigation, Intellectual property litigation, International law, Landlord & tenant litigation, Legal consulting, Legal malpractice litigation, Lemon law litigation, Maritime litigation, Nonprofit litigation, Power of attorney, Probate litigation, Property damage litigation, Property dispute litigation, Small business litigation, Trust & estates litigation, Water litigation, Will writing"
gcid:law_library,Law library,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:law_school,Law school,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lawn_bowls_club,Lawn bowls club,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lawn_care_service,Lawn care service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Fencing installation, Irrigation system repair & maintenance, Landscape design, Lawn mowing & maintenance, Lawn pest control, Mulching, Grass seeding, Sod installation, Weed control, Yard work"
gcid:lawn_equipment_rental_service,Lawn equipment rental service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lawn_irrigation_equipment_supplier,Lawn irrigation equipment supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lawn_mower_repair_service,Lawn mower repair service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Aerator repair, Carburetor cleaning, Edger repair, Engine repair, Generator repair, Hand-held tune-up & repair, Lawn mower cleaning, Lawn mower tune-up & repair, Oil change, Sharpening, Snow blower repair, Tiller repair, Transmission repair, Trimmer repair"
gcid:lawn_mower_store,Lawn mower store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lawn_sprinkler_system_contractor,Lawn sprinkler system contractor,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Irrigation system repair & maintenance, Lawn mowing & maintenance, Lawn pest control, Mulching, Grass seeding, Sod installation, Weed control, Yard work"
gcid:lawyer,Lawyer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Civil rights litigation, Disability benefits litigation, Eviction litigation, Landlord & tenant litigation, Traffic ticket litigation, Will writing, Workers' compensation litigation"
gcid:lawyers_association,Lawyers association,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:leagues_club,Leagues club,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:learner_driver_training_area,Learner driver training area,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:learning_center,Learning center,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",Adult lessons
gcid:leasing_service,Leasing service,"Breakfast, Dinner, Drive-through, Lunch, Online operating hours, Hours for the elderly",
gcid:leather_cleaning_service,Leather cleaning service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:leather_coats_store,Leather coats store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:leather_exporter,Leather exporter,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:leather_goods_manufacturer,Leather goods manufacturer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:leather_goods_store,Leather goods store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:leather_goods_supplier,Leather goods supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:leather_goods_wholesaler,Leather goods wholesaler,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:leather_repair_service,Leather repair service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:leather_wholesaler,Leather wholesaler,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lebanese_restaurant,Lebanese restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:lechon_restaurant,Lechon restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:legal_affairs_bureau,Legal affairs bureau,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:legal_services,Legal services,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Appellate advocacy, Bankruptcy representation, Business transactions, Case assessments, Civil litigation, Contracts & agreements litigation, Corporate litigation, Criminal defense litigation, Criminal litigation, Disability benefits litigation, Divorce litigation, Education litigation, Employment litigation, Entertainment litigation, Environment litigation, Labor litigation, Legal advice, Legal malpractice litigation, Lemon law litigation, Litigation, Mediation, Notary services, Power of attorney, Pro bono representation, Real estate litigation, Real estate title services, Legal settlements, Small claims representation, Will writing"
gcid:leisurecentre,Leisure center,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lesbian_bar,Lesbian bar,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:lexus_dealer,Lexus dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:library,Library,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",Space rental
gcid:license_bureau,License bureau,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:license_plate_frames_supplier,License plate frames supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lido,Lido,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:life_coach,Life coach,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly","Career counseling, Corporate team building, Executive coaching, Group coaching, Health & wellness counseling, Leadership coaching, Meditation exercises, Mentoring, Personal counseling, Relationship coaching"
gcid:life_insurance_agency,Life insurance agency,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Accidental death coverage plans, Customized policies, Group life insurance, Health cover plans, Health insurance, Loan cover plans, Online registration, Retirement plans, Savings cover plans, Serious illness cover plans, Term life insurance, Universal life insurance, Whole life insurance"
gcid:light_bulb_supplier,Light bulb supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lighting_consultant,Lighting consultant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lighting_contractor,Lighting contractor,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lighting_manufacturer,Lighting manufacturer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lighting_store,Lighting store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lighting_wholesaler,Lighting products wholesaler,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:ligurian_restaurant,Ligurian restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:limousine_service,Limousine service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lincoln_mercury_dealer,Lincoln dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:line_marking_service,Line marking service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:linens_store,Linens store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lingerie_manufacturer,Lingerie manufacturer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lingerie_store,Lingerie store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lingerie_wholesaler,Lingerie wholesaler,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:linoleum_store,Linoleum store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:liquidator,Liquidator,"Breakfast, Dinner, Drive-through, Lunch, Online operating hours, Hours for the elderly",
gcid:liquor_store,Liquor store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:literacy_program,Literacy program,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lithuanian_restaurant,Lithuanian restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:little_league_club,Little league club,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:little_league_field,Little league field,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:live_music_bar,Live music bar,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:live_music_venue,Live music venue,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:livery_company,Livery company,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:livestock_auction_house,Livestock auction house,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:livestock_breeder,Livestock breeder,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:livestock_dealer,Livestock dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:livestock_producer,Livestock producer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:loan_agency,Loan agency,"Breakfast, Dinner, Drive-through, Lunch, Online operating hours, Hours for the elderly","Business loans, Cash for gift cards, Flex loans, Installment loans, Line of credit, Microloans, Payday loans, Signature loans, Title loans"
gcid:local_government_office,Local government office,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:local_history_museum,Local history museum,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:local_medical_services,Local medical services,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:lock_store,Lock Store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:locks_supplier,Locks supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:locksmith,Locksmith,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Building lockouts, Car digital & remote key reprogramming, Coded key copying, Building key copying, Car key copying, Delivery, Door lock & bolt hardware repair, General repairs, Door lock & bolt hardware installation, Installation, Electronic lock installation, Knife sharpening, General lock installation, Magnetic key copying, Multipoint key copying, New key fob creation, Pantographic key copying, Lock rekeying, Repair hardware, Safe lock install, open & repair, Security door locks, Tubular key copying, Car lockouts, Window locks, Standard key copying"
gcid:loctician_service,Loctician service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lodge,Lodge,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:log_cabins,Log cabins,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:log_home_builder,Log home builder,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Architectural consultation, Custom log homes, General repairs & maintenance, Log home construction, Log home design, Log home package kit, Log railings, On-site reassembly, Pre-designed log homes"
gcid:logging_contractor,Logging contractor,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:logistics_service,Logistics service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lombardian_restaurant,Lombardian restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:longarm_quilting_service,Longarm quilting service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:loss_adjuster,Loss adjuster,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lost_property_office,Lost property office,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lottery_retailer,Lottery retailer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lottery_shop,Lottery shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lounge,Lounge bar,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:love_hotel,Love hotel,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:low_income_housing_program,Low income housing program,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:lpg_conversion,LPG conversion,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:luggage_repair_service,Luggage repair service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:luggage_storage_facility,Luggage storage facility,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
